maximum_temperature,seasonal_normal_temperature,temp_deviation,relative_humidity,wind_speed,forecast_weather_data,heatwave_label
33.4,35.7,-2.2,54.9,20.0,32.2,Normal
42.2,35.2,7.1,27.8,20.0,42.8,Severe Heatwave
38.4,39.6,-1.2,78.0,23.3,39.3,Normal
38.9,38.1,0.9,68.7,24.8,38.5,Normal
41.9,39.0,2.9,26.6,15.4,42.6,Normal
36.3,37.4,-1.1,27.3,4.5,34.1,Normal
30.1,35.6,-5.5,55.7,12.6,28.8,Normal
35.1,35.6,-0.5,40.7,20.1,36.4,Normal
43.0,38.4,4.6,22.1,2.6,42.8,Heatwave
37.0,37.2,-0.2,52.5,3.3,35.1,Normal
34.0,36.0,-2.0,43.3,3.5,33.3,Normal
41.7,37.5,4.2,26.1,18.8,40.8,Normal
35.2,35.3,-0.2,68.1,13.5,35.0,Normal
37.1,37.9,-0.8,74.9,10.5,36.8,Normal
37.9,36.3,1.5,65.4,4.4,38.0,Normal
42.7,39.0,3.7,69.3,18.8,42.6,Normal
45.9,36.6,9.3,33.0,9.4,47.2,Severe Heatwave
41.2,37.3,3.9,35.8,8.1,41.6,Normal
40.1,35.1,5.1,32.5,17.0,40.6,Heatwave
34.6,35.4,-0.8,65.9,14.9,35.8,Normal
34.4,37.0,-2.6,76.9,10.3,34.0,Normal
38.6,37.4,1.2,63.0,16.8,37.4,Normal
39.4,38.0,1.4,72.9,8.2,40.6,Normal
33.7,36.5,-2.8,58.3,20.3,33.8,Normal
38.9,38.5,0.4,43.3,7.3,39.0,Normal
41.7,39.3,2.4,45.5,5.7,41.1,Normal
41.2,38.9,2.3,24.5,20.0,40.5,Normal
38.0,35.2,2.8,21.9,18.3,38.8,Normal
39.4,37.4,2.0,61.7,6.2,40.4,Normal
34.8,35.5,-0.8,46.3,4.7,35.5,Normal
35.4,36.2,-0.8,53.1,21.3,36.2,Normal
36.7,39.9,-3.2,53.5,19.9,37.3,Normal
43.0,35.7,7.2,36.6,9.5,43.1,Severe Heatwave
38.5,37.5,1.0,48.6,17.1,38.4,Normal
38.3,38.1,0.2,48.2,4.9,39.5,Normal
36.3,38.5,-2.3,43.3,13.7,35.9,Normal
49.1,37.8,11.3,69.2,2.4,49.4,Severe Heatwave
32.3,35.0,-2.8,47.1,11.0,31.5,Normal
36.1,36.6,-0.5,56.2,3.7,35.5,Normal
40.0,37.6,2.5,73.7,12.9,39.8,Normal
38.5,35.4,3.1,72.0,11.7,37.7,Normal
41.1,36.8,4.4,73.4,12.2,41.9,Normal
42.5,35.2,7.3,36.2,3.0,41.1,Severe Heatwave
38.2,35.4,2.8,22.1,10.3,38.3,Normal
34.3,37.0,-2.7,35.7,19.4,34.4,Normal
35.8,35.7,0.1,36.7,10.5,34.0,Normal
39.9,37.8,2.1,74.6,18.4,39.5,Normal
46.7,38.4,8.2,59.0,10.5,46.9,Severe Heatwave
35.1,39.0,-3.9,24.9,11.7,35.5,Normal
41.2,36.0,5.2,28.1,15.0,41.0,Heatwave
37.5,35.8,1.6,29.3,23.9,38.1,Normal
39.5,35.5,3.9,57.8,4.5,39.3,Normal
38.8,38.2,0.6,64.1,2.8,38.8,Normal
36.6,38.5,-1.9,71.6,16.0,36.8,Normal
38.8,35.2,3.6,76.4,23.8,39.7,Normal
43.0,39.7,3.3,32.1,24.8,42.3,Normal
39.7,35.3,4.4,38.6,13.1,39.2,Normal
38.7,37.7,1.0,34.4,12.8,38.0,Normal
37.4,38.5,-1.1,41.5,16.8,37.1,Normal
34.9,39.4,-4.5,74.9,14.8,36.3,Normal
42.4,38.6,3.9,54.5,16.6,43.0,Normal
41.5,39.0,2.5,64.3,22.1,40.4,Normal
34.3,36.7,-2.4,49.4,19.2,33.7,Normal
38.2,39.1,-0.9,21.7,13.4,38.6,Normal
34.8,35.4,-0.6,23.9,12.6,33.9,Normal
35.3,39.5,-4.2,52.3,16.7,34.6,Normal
35.9,37.7,-1.9,63.1,12.5,37.2,Normal
36.1,39.1,-3.0,32.9,12.5,35.5,Normal
36.8,37.3,-0.4,63.3,2.4,37.8,Normal
36.6,38.2,-1.6,68.6,6.0,37.9,Normal
32.9,37.6,-4.7,44.7,13.2,32.2,Normal
46.7,38.7,8.1,64.8,20.9,45.8,Severe Heatwave
40.8,35.4,5.4,44.2,8.4,40.5,Heatwave
33.6,35.3,-1.7,60.7,14.0,32.5,Normal
38.2,36.2,2.0,65.8,9.9,38.3,Normal
38.3,35.8,2.5,79.5,4.4,38.1,Normal
44.5,39.4,5.2,40.7,24.0,44.9,Heatwave
34.2,36.1,-1.9,44.7,21.7,35.6,Normal
44.7,39.9,4.8,29.9,3.8,45.5,Heatwave
35.8,36.7,-0.9,32.2,18.6,36.3,Normal
32.2,35.9,-3.7,61.6,10.0,30.3,Normal
42.5,38.9,3.5,75.0,24.9,42.9,Normal
43.8,38.3,5.5,43.7,9.0,45.5,Heatwave
47.5,37.5,10.1,30.8,7.5,44.5,Severe Heatwave
34.6,37.8,-3.2,37.1,15.1,35.3,Normal
42.0,38.6,3.4,47.3,21.2,41.9,Normal
35.7,36.1,-0.4,37.4,6.4,34.9,Normal
43.7,40.0,3.7,34.0,18.3,44.5,Normal
35.7,39.9,-4.1,64.2,3.4,37.4,Normal
34.8,38.3,-3.4,20.5,23.1,35.6,Normal
34.3,36.0,-1.7,52.4,3.9,33.9,Normal
39.7,38.4,1.3,67.6,23.0,38.7,Normal
34.1,35.4,-1.2,36.0,13.3,34.3,Normal
38.5,35.2,3.3,56.2,12.3,39.3,Normal
40.9,36.3,4.6,60.1,24.4,40.5,Heatwave
40.4,37.3,3.1,59.3,24.8,40.1,Normal
46.0,39.3,6.7,46.8,17.0,48.8,Severe Heatwave
41.1,38.6,2.5,40.8,4.9,42.2,Normal
35.5,38.7,-3.3,70.2,13.6,36.6,Normal
42.9,37.1,5.8,65.5,14.2,41.4,Heatwave
35.6,36.7,-1.1,39.3,13.8,34.9,Normal
41.0,36.9,4.2,26.2,15.1,41.1,Normal
46.4,39.9,6.5,24.3,2.4,45.4,Severe Heatwave
37.8,35.2,2.6,25.7,18.4,39.4,Normal
35.1,39.3,-4.2,55.0,18.4,36.5,Normal
35.7,37.9,-2.2,23.1,4.7,35.1,Normal
42.8,37.2,5.6,40.2,15.1,44.6,Heatwave
39.0,38.6,0.4,65.2,15.1,39.0,Normal
38.7,37.4,1.3,37.7,17.7,41.3,Normal
43.0,39.4,3.7,65.8,4.0,43.2,Normal
42.9,39.5,3.4,64.7,16.4,43.5,Normal
39.1,37.1,2.0,34.7,8.5,40.5,Normal
36.7,36.4,0.3,63.7,13.7,37.9,Normal
37.9,38.0,-0.1,64.9,19.8,38.4,Normal
43.6,39.6,4.0,43.8,18.2,43.4,Normal
39.0,36.1,2.9,32.6,4.7,39.5,Normal
38.2,38.1,0.1,51.3,15.6,37.4,Normal
42.9,38.2,4.8,75.3,24.3,43.1,Heatwave
39.2,38.7,0.5,58.4,5.6,38.1,Normal
33.7,35.7,-2.0,30.4,21.6,31.9,Normal
36.9,38.6,-1.7,61.0,18.2,37.0,Normal
37.1,39.5,-2.4,45.6,19.8,38.4,Normal
35.9,35.9,0.0,55.5,8.5,36.9,Normal
41.5,36.2,5.3,64.0,8.6,41.4,Heatwave
38.0,39.9,-1.8,50.9,22.8,39.8,Normal
37.6,35.9,1.7,68.8,10.3,37.0,Normal
38.0,39.3,-1.3,63.3,3.4,36.1,Normal
37.6,37.5,0.1,56.9,15.8,35.4,Normal
32.0,36.2,-4.3,29.0,4.9,30.8,Normal
39.6,39.4,0.2,70.2,20.3,40.4,Normal
37.5,37.2,0.3,76.2,16.8,36.9,Normal
40.5,37.6,2.9,28.2,22.1,40.9,Normal
38.6,36.8,1.8,49.3,20.1,40.2,Normal
34.8,38.0,-3.2,35.5,4.6,33.7,Normal
40.6,35.8,4.8,65.3,10.8,41.1,Heatwave
38.7,37.0,1.7,63.3,19.8,39.2,Normal
41.5,39.8,1.7,28.5,11.6,40.7,Normal
37.3,36.3,1.0,72.6,24.4,38.6,Normal
37.5,38.3,-0.8,30.9,18.9,37.2,Normal
38.4,36.6,1.8,67.8,2.4,38.0,Normal
41.5,38.9,2.7,47.4,22.2,43.6,Normal
30.5,35.7,-5.1,39.7,4.3,31.1,Normal
39.0,39.8,-0.9,29.5,5.2,39.9,Normal
37.4,37.3,0.1,30.1,18.9,38.7,Normal
38.1,36.2,1.9,59.7,21.9,37.4,Normal
40.5,35.4,5.2,53.0,14.3,41.8,Heatwave
34.1,35.8,-1.7,27.3,8.6,33.6,Normal
36.9,37.6,-0.7,26.8,10.1,36.3,Normal
35.9,36.7,-0.8,24.3,9.9,35.6,Normal
37.3,39.1,-1.8,64.6,9.5,36.7,Normal
36.9,37.2,-0.2,62.7,7.6,37.8,Normal
39.9,36.2,3.7,23.5,16.0,40.2,Normal
35.4,38.1,-2.7,53.6,22.7,34.9,Normal
41.0,38.5,2.5,25.1,9.1,41.7,Normal
30.9,35.8,-5.0,74.2,6.3,30.6,Normal
34.9,35.8,-1.0,74.4,21.3,34.5,Normal
35.0,35.2,-0.2,61.9,19.1,35.1,Normal
45.5,38.7,6.9,75.6,23.4,46.0,Severe Heatwave
38.4,38.3,0.0,68.7,5.8,38.7,Normal
30.7,37.4,-6.7,69.7,5.3,30.3,Normal
33.2,39.2,-6.0,54.2,14.5,34.1,Normal
40.1,39.0,1.1,38.4,16.1,39.9,Normal
41.1,37.9,3.1,33.1,13.0,40.4,Normal
41.7,39.3,2.3,39.6,15.8,40.2,Normal
37.6,36.0,1.6,57.7,6.1,38.6,Normal
40.6,35.6,5.1,30.4,13.0,40.6,Heatwave
35.5,36.3,-0.9,35.5,17.1,35.7,Normal
39.4,35.3,4.1,48.1,12.0,40.5,Normal
32.9,37.7,-4.7,34.0,17.6,32.5,Normal
37.5,39.7,-2.2,55.3,12.4,36.1,Normal
29.9,35.2,-5.3,75.4,9.7,29.9,Normal
35.6,35.6,0.0,64.9,9.0,36.0,Normal
38.1,37.3,0.8,60.0,11.5,37.8,Normal
41.1,39.7,1.4,55.0,2.5,42.5,Normal
37.8,36.6,1.2,49.3,17.4,35.3,Normal
35.3,37.5,-2.2,31.2,21.4,36.4,Normal
35.5,35.2,0.3,73.7,10.2,36.3,Normal
31.5,35.7,-4.2,34.9,3.1,32.0,Normal
45.7,39.9,5.8,25.5,24.7,42.4,Heatwave
39.8,39.8,-0.1,65.0,8.1,41.0,Normal
34.3,35.0,-0.7,30.5,4.9,33.3,Normal
46.3,39.8,6.6,42.3,10.5,45.8,Severe Heatwave
34.8,38.2,-3.3,21.7,19.0,34.7,Normal
36.4,39.3,-2.9,28.2,8.8,36.8,Normal
34.4,37.3,-2.8,30.4,15.2,35.1,Normal
38.3,37.6,0.8,23.3,11.6,39.2,Normal
40.0,37.4,2.5,59.4,4.7,40.8,Normal
41.9,38.3,3.6,70.2,9.6,42.2,Normal
45.7,35.7,10.0,42.4,18.7,46.1,Severe Heatwave
28.3,35.1,-6.9,72.5,16.1,27.2,Normal
39.7,36.5,3.1,32.8,4.8,38.9,Normal
37.6,38.5,-0.9,39.5,5.8,38.5,Normal
35.0,36.0,-1.1,29.0,16.7,35.8,Normal
37.2,38.4,-1.2,57.2,20.7,37.9,Normal
37.7,39.8,-2.2,45.2,10.0,37.2,Normal
42.4,35.5,6.9,56.8,15.7,43.3,Severe Heatwave
42.3,38.4,3.9,65.7,5.9,41.1,Normal
38.3,37.2,1.1,52.7,9.2,39.4,Normal
45.1,39.3,5.7,57.7,2.5,44.8,Heatwave
31.6,35.9,-4.3,76.1,19.7,33.3,Normal
34.8,38.5,-3.7,37.9,11.2,33.3,Normal
32.6,39.2,-6.6,41.5,20.8,34.3,Normal
38.3,39.7,-1.4,63.1,18.3,37.9,Normal
40.0,38.4,1.6,56.7,21.1,39.6,Normal
38.8,37.5,1.4,30.7,8.6,39.0,Normal
39.6,38.1,1.5,42.6,6.3,38.9,Normal
35.4,39.3,-3.9,48.1,24.4,35.3,Normal
41.7,37.9,3.8,45.2,18.5,40.9,Normal
37.0,35.2,1.8,30.7,21.2,36.3,Normal
43.2,39.7,3.6,75.5,2.3,43.7,Normal
32.8,38.4,-5.6,65.7,10.2,31.9,Normal
40.5,38.4,2.1,48.9,19.1,39.7,Normal
32.9,36.1,-3.2,60.8,3.8,31.5,Normal
37.9,38.3,-0.4,73.8,15.0,37.4,Normal
39.8,37.0,2.9,28.2,11.9,41.2,Normal
39.6,38.3,1.3,35.0,2.4,38.7,Normal
33.6,35.5,-2.0,52.6,7.4,32.8,Normal
39.3,38.3,1.0,67.9,8.6,39.5,Normal
35.6,40.0,-4.4,22.2,4.6,35.3,Normal
40.3,35.2,5.0,79.0,16.5,42.5,Heatwave
40.2,39.9,0.3,47.3,7.6,40.0,Normal
41.9,37.0,4.9,41.6,8.4,42.3,Heatwave
38.5,39.4,-0.8,37.6,22.7,39.5,Normal
38.1,38.9,-0.8,30.5,12.7,39.0,Normal
36.2,37.8,-1.7,67.5,11.0,36.4,Normal
42.8,38.7,4.1,77.3,18.6,42.6,Normal
37.9,39.4,-1.5,44.8,22.9,39.9,Normal
40.3,37.0,3.3,77.1,2.6,40.2,Normal
36.3,36.6,-0.3,69.4,12.3,35.9,Normal
32.4,38.3,-5.9,48.9,16.0,31.8,Normal
38.0,39.0,-1.0,60.4,9.3,36.3,Normal
35.7,38.8,-3.1,46.1,19.8,36.5,Normal
40.1,39.0,1.1,53.5,24.3,37.8,Normal
34.0,37.2,-3.2,23.5,23.7,34.0,Normal
43.3,39.1,4.2,61.8,8.1,43.1,Normal
36.3,35.6,0.7,23.2,7.2,38.5,Normal
38.1,37.7,0.4,69.0,24.0,36.3,Normal
38.3,35.0,3.3,69.5,12.5,37.4,Normal
41.0,36.6,4.4,34.2,6.8,40.9,Normal
37.8,36.8,0.9,39.4,18.3,37.6,Normal
35.3,37.0,-1.7,48.9,8.5,34.7,Normal
33.3,38.5,-5.2,55.8,8.1,33.2,Normal
35.5,36.9,-1.4,37.2,22.2,34.3,Normal
36.1,37.2,-1.2,55.5,5.7,36.4,Normal
37.6,36.2,1.4,37.9,3.5,35.2,Normal
36.7,36.9,-0.2,23.3,8.2,36.6,Normal
39.5,36.1,3.4,20.2,16.0,38.9,Normal
34.2,35.4,-1.1,26.1,4.8,35.2,Normal
38.8,38.0,0.8,67.5,12.8,40.6,Normal
43.5,38.3,5.1,77.7,16.4,43.2,Heatwave
40.3,38.1,2.2,45.6,21.5,41.7,Normal
38.1,37.3,0.8,50.8,7.3,37.8,Normal
35.8,36.9,-1.1,28.8,20.8,34.8,Normal
38.1,39.3,-1.2,53.1,7.4,39.8,Normal
35.6,37.6,-2.0,28.7,17.6,36.1,Normal
36.5,37.4,-0.9,56.7,11.9,36.5,Normal
38.8,35.1,3.6,76.0,4.6,39.5,Normal
36.9,36.7,0.2,31.7,18.4,37.2,Normal
33.2,36.9,-3.7,65.9,7.0,33.1,Normal
44.2,37.0,7.2,21.4,6.1,42.9,Severe Heatwave
40.0,37.9,2.1,42.5,10.2,39.8,Normal
33.7,37.7,-3.9,26.6,17.0,34.4,Normal
37.5,38.0,-0.5,41.1,7.4,37.4,Normal
40.2,38.8,1.4,30.4,6.2,41.1,Normal
46.0,39.1,7.0,42.4,2.2,46.4,Severe Heatwave
35.7,38.6,-2.9,45.1,12.8,34.8,Normal
44.2,39.8,4.4,38.0,11.9,42.9,Normal
41.0,35.1,5.9,59.4,7.4,40.8,Heatwave
34.8,36.0,-1.2,75.1,3.2,34.3,Normal
35.1,35.0,0.0,44.0,11.9,35.4,Normal
35.6,38.2,-2.6,31.5,20.1,34.9,Normal
39.8,39.5,0.3,36.2,18.5,39.2,Normal
37.1,36.2,0.9,71.2,21.8,38.1,Normal
42.9,39.6,3.3,54.3,2.2,43.1,Normal
40.1,35.3,4.8,47.3,24.2,39.4,Heatwave
38.1,39.7,-1.6,29.0,9.9,38.1,Normal
30.9,36.8,-5.9,47.0,24.8,32.3,Normal
36.4,35.5,0.9,36.7,7.8,36.7,Normal
39.5,37.4,2.0,76.6,12.8,40.0,Normal
38.2,36.3,1.9,73.0,10.1,37.4,Normal
36.3,36.4,-0.1,25.0,10.2,37.3,Normal
38.0,36.5,1.4,51.0,21.4,40.3,Normal
45.3,39.0,6.3,33.5,19.2,44.5,Heatwave
40.0,37.7,2.3,44.6,24.8,38.8,Normal
36.2,36.6,-0.3,72.6,16.1,36.4,Normal
37.3,38.1,-0.8,51.7,12.7,38.2,Normal
39.0,38.6,0.4,40.1,4.1,38.9,Normal
43.1,36.4,6.7,32.5,24.9,42.0,Severe Heatwave
37.4,37.1,0.4,68.0,14.7,37.3,Normal
36.5,35.6,0.9,57.5,18.1,37.1,Normal
35.2,35.9,-0.7,48.1,11.4,34.8,Normal
43.3,38.4,4.8,33.0,14.6,43.9,Heatwave
43.8,35.9,7.9,40.1,23.7,44.9,Severe Heatwave
40.2,37.6,2.6,77.6,5.8,40.4,Normal
39.8,38.5,1.3,51.2,8.7,39.8,Normal
36.7,35.5,1.1,44.0,5.5,37.5,Normal
30.5,37.8,-7.3,51.3,20.2,29.6,Normal
39.9,36.3,3.6,66.7,3.4,38.9,Normal
41.3,39.8,1.5,40.4,3.9,41.0,Normal
39.9,37.4,2.5,30.7,8.9,39.4,Normal
37.5,39.0,-1.5,55.1,13.8,36.7,Normal
37.4,37.8,-0.3,59.9,11.3,39.2,Normal
34.8,35.2,-0.4,62.8,3.0,37.0,Normal
42.7,38.2,4.6,72.9,24.0,42.4,Heatwave
39.4,39.8,-0.3,42.3,23.9,39.5,Normal
46.3,38.0,8.3,24.5,8.4,46.1,Severe Heatwave
41.6,39.1,2.5,77.5,18.8,42.7,Normal
36.0,39.4,-3.5,46.1,15.3,37.3,Normal
36.7,36.1,0.6,57.4,7.5,34.9,Normal
34.8,36.1,-1.3,60.0,8.0,35.3,Normal
31.4,38.1,-6.7,52.8,13.3,30.1,Normal
43.7,37.1,6.6,32.3,11.6,45.4,Severe Heatwave
42.7,39.2,3.5,65.3,8.7,43.1,Normal
42.4,39.5,2.9,68.2,20.6,41.5,Normal
38.3,36.8,1.6,53.2,13.1,38.1,Normal
32.3,36.2,-3.8,49.3,17.1,32.1,Normal
38.2,38.9,-0.7,26.8,6.4,38.7,Normal
40.3,36.4,3.9,25.0,14.3,41.4,Normal
36.4,39.1,-2.7,40.4,9.3,35.3,Normal
29.3,37.1,-7.9,38.7,14.1,31.1,Normal
38.5,38.3,0.2,77.2,20.0,40.1,Normal
36.0,35.5,0.5,67.0,19.7,35.1,Normal
39.6,38.1,1.5,59.6,10.1,39.7,Normal
40.8,37.3,3.5,51.1,18.0,42.5,Normal
41.2,37.9,3.2,30.0,23.6,42.4,Normal
37.7,35.8,1.9,78.7,16.4,37.4,Normal
43.9,38.7,5.2,42.5,5.4,44.7,Heatwave
35.0,39.3,-4.3,26.4,17.6,38.0,Normal
38.8,36.1,2.8,49.6,4.4,39.0,Normal
38.7,35.5,3.2,72.4,22.1,38.0,Normal
31.8,35.1,-3.3,73.2,13.9,32.0,Normal
33.9,38.2,-4.3,20.7,10.9,34.2,Normal
36.4,38.0,-1.6,73.2,3.3,35.9,Normal
36.4,37.7,-1.3,36.3,10.8,36.9,Normal
39.8,36.2,3.6,22.3,22.8,38.5,Normal
35.8,37.0,-1.2,70.9,2.5,35.1,Normal
36.0,38.0,-2.0,71.8,12.9,36.7,Normal
36.3,37.5,-1.1,55.8,23.4,34.6,Normal
44.9,39.9,4.9,54.5,11.1,45.8,Heatwave
36.7,35.7,1.0,68.8,11.8,34.7,Normal
38.8,38.5,0.4,67.2,15.3,37.1,Normal
37.6,37.0,0.6,73.4,12.6,37.1,Normal
42.7,37.1,5.5,53.2,5.9,43.0,Heatwave
37.0,38.6,-1.6,78.1,2.4,38.3,Normal
44.1,38.5,5.6,79.8,16.0,44.1,Heatwave
41.7,40.0,1.7,27.0,23.2,41.4,Normal
36.1,35.6,0.4,71.0,4.4,36.7,Normal
45.3,35.5,9.8,50.0,6.9,44.4,Severe Heatwave
35.9,38.6,-2.7,43.3,10.5,36.1,Normal
37.7,37.9,-0.2,56.8,20.6,36.5,Normal
33.1,36.4,-3.3,23.4,8.2,33.1,Normal
39.7,35.4,4.3,50.4,22.3,39.6,Normal
42.3,35.4,6.9,72.3,3.3,41.5,Severe Heatwave
46.3,39.5,6.8,32.8,23.6,46.5,Severe Heatwave
41.2,36.0,5.3,45.6,14.9,41.4,Heatwave
36.9,36.6,0.3,76.4,17.2,38.1,Normal
35.9,36.1,-0.3,45.7,10.5,34.2,Normal
31.9,36.8,-4.8,41.5,20.0,31.8,Normal
43.5,35.3,8.1,46.4,5.8,42.7,Severe Heatwave
40.2,37.6,2.6,51.2,3.1,41.1,Normal
34.6,35.3,-0.7,57.9,11.1,35.4,Normal
44.6,39.0,5.6,68.0,21.6,45.2,Heatwave
33.8,36.2,-2.4,47.1,19.4,33.1,Normal
40.1,37.7,2.4,69.0,13.9,41.0,Normal
39.8,39.4,0.4,52.0,15.2,38.3,Normal
41.5,38.3,3.2,40.3,5.0,39.8,Normal
38.4,37.7,0.8,59.5,21.3,37.2,Normal
32.5,36.6,-4.1,63.1,20.1,32.5,Normal
37.9,36.7,1.3,53.5,17.1,38.6,Normal
43.0,38.3,4.7,23.4,12.7,40.0,Heatwave
40.9,40.0,0.9,30.2,24.2,42.2,Normal
42.0,38.3,3.7,37.1,22.2,42.2,Normal
35.1,37.8,-2.7,37.0,16.8,33.6,Normal
39.6,38.7,0.9,60.4,10.6,39.7,Normal
36.1,37.3,-1.2,21.1,16.2,37.2,Normal
38.9,35.3,3.6,65.3,15.2,39.5,Normal
38.9,37.8,1.1,35.9,11.1,40.0,Normal
43.2,39.8,3.4,38.6,9.1,41.8,Normal
40.7,35.9,4.8,51.7,11.4,40.3,Heatwave
41.9,38.5,3.4,33.0,15.2,40.9,Normal
38.0,36.0,2.0,73.1,11.8,39.7,Normal
35.2,37.7,-2.5,25.1,8.1,35.8,Normal
36.5,35.5,1.0,46.7,19.5,39.3,Normal
36.4,37.3,-0.9,71.0,14.2,35.9,Normal
38.6,38.8,-0.2,57.0,3.6,37.9,Normal
36.4,36.7,-0.3,37.5,10.5,36.3,Normal
35.9,38.3,-2.4,45.2,22.4,37.3,Normal
33.1,39.0,-5.9,62.4,19.4,32.8,Normal
38.3,39.6,-1.3,78.4,9.4,38.4,Normal
37.9,36.2,1.7,73.6,23.6,37.9,Normal
33.3,37.0,-3.7,40.5,3.8,33.3,Normal
36.8,35.8,1.1,79.9,24.1,36.2,Normal
47.6,40.0,7.7,20.2,7.7,47.5,Severe Heatwave
44.2,39.6,4.6,21.7,2.2,44.0,Heatwave
44.5,37.7,6.8,69.4,12.0,44.4,Severe Heatwave
41.6,39.2,2.4,32.0,10.3,42.5,Normal
42.7,37.6,5.1,23.6,14.4,44.5,Heatwave
36.6,38.1,-1.5,34.2,20.3,35.7,Normal
34.2,35.4,-1.3,45.6,21.4,33.8,Normal
30.2,38.8,-8.6,63.8,11.2,29.4,Normal
40.8,35.6,5.2,57.5,11.9,41.0,Heatwave
45.5,39.1,6.4,34.3,5.4,45.0,Heatwave
38.0,38.9,-0.9,50.2,3.1,38.2,Normal
38.7,38.5,0.1,75.6,16.7,39.8,Normal
33.5,35.2,-1.6,68.9,3.5,31.0,Normal
38.9,36.5,2.3,39.4,18.9,39.3,Normal
41.3,36.3,4.9,78.9,14.4,40.8,Heatwave
31.7,36.8,-5.1,62.5,6.6,32.2,Normal
37.9,35.4,2.4,23.7,14.4,37.0,Normal
39.7,39.7,0.0,22.1,6.2,40.9,Normal
39.2,37.8,1.4,30.1,12.1,40.1,Normal
39.1,36.5,2.6,63.7,20.4,39.7,Normal
37.3,37.0,0.3,31.0,12.6,38.1,Normal
37.9,37.2,0.6,50.7,5.4,37.1,Normal
38.3,38.0,0.3,25.6,18.6,37.6,Normal
42.0,37.6,4.4,75.3,6.3,42.7,Normal
42.1,39.6,2.5,40.6,19.0,41.3,Normal
39.3,37.5,1.8,74.5,13.0,40.7,Normal
36.5,40.0,-3.4,76.7,12.4,36.2,Normal
38.9,39.3,-0.3,20.4,21.6,39.4,Normal
40.2,36.0,4.1,47.8,18.3,42.3,Normal
40.8,39.7,1.1,21.5,2.8,40.1,Normal
38.9,35.6,3.3,74.5,8.8,39.0,Normal
46.3,39.1,7.2,51.1,22.0,47.3,Severe Heatwave
41.5,36.9,4.6,24.5,2.4,42.5,Heatwave
40.7,39.4,1.3,26.6,14.5,40.4,Normal
38.6,39.3,-0.8,43.0,18.7,38.0,Normal
31.1,39.0,-7.9,76.4,16.3,30.9,Normal
39.4,39.0,0.4,61.6,19.5,40.8,Normal
36.4,36.5,-0.1,72.1,18.7,36.1,Normal
37.8,35.4,2.4,42.0,17.9,37.8,Normal
37.5,37.0,0.5,22.6,20.9,37.0,Normal
35.7,35.9,-0.1,78.5,16.9,36.5,Normal
33.2,38.5,-5.2,21.0,11.3,33.4,Normal
34.4,36.7,-2.3,76.9,12.9,33.4,Normal
42.5,39.9,2.7,42.1,18.5,41.6,Normal
45.2,38.2,7.0,20.6,22.2,43.2,Severe Heatwave
39.8,39.1,0.7,61.3,8.3,38.9,Normal
37.8,35.7,2.1,78.8,9.9,38.6,Normal
43.6,39.3,4.3,77.9,23.4,45.0,Normal
37.8,39.6,-1.8,29.7,15.3,38.5,Normal
39.7,37.4,2.3,30.9,6.1,40.3,Normal
36.4,38.0,-1.6,53.9,17.3,36.3,Normal
42.9,38.8,4.0,58.2,24.8,43.6,Normal
37.4,35.9,1.5,64.4,20.9,37.7,Normal
39.6,37.5,2.0,30.9,19.2,41.4,Normal
35.3,37.0,-1.7,77.5,6.8,35.2,Normal
39.2,35.7,3.5,58.3,22.2,40.5,Normal
45.1,36.8,8.3,70.8,14.1,46.0,Severe Heatwave
32.8,35.3,-2.5,52.4,22.5,33.5,Normal
34.9,35.1,-0.2,44.9,9.6,32.9,Normal
37.5,35.7,1.8,78.6,3.4,38.4,Normal
43.6,39.8,3.8,54.9,12.9,43.4,Normal
36.8,37.7,-1.0,72.0,8.2,36.3,Normal
30.9,39.8,-8.9,77.2,18.5,29.4,Normal
42.9,37.2,5.8,60.5,24.0,42.9,Heatwave
40.2,36.6,3.7,52.9,17.9,40.3,Normal
32.4,37.5,-5.1,20.2,22.4,31.1,Normal
36.1,37.2,-1.1,22.4,12.4,34.6,Normal
42.0,35.5,6.5,32.1,19.7,42.5,Severe Heatwave
44.3,38.2,6.1,31.2,21.4,45.1,Heatwave
40.4,36.1,4.3,35.3,18.4,40.6,Normal
38.5,38.1,0.4,38.3,13.7,39.6,Normal
39.5,38.3,1.3,41.6,16.4,39.5,Normal
36.3,35.8,0.5,45.2,18.1,36.2,Normal
40.3,35.3,4.9,25.9,7.8,39.3,Heatwave
36.8,38.9,-2.1,22.5,20.6,35.3,Normal
35.5,37.3,-1.8,60.4,23.9,37.3,Normal
39.8,35.3,4.5,52.2,12.7,41.0,Normal
40.8,40.0,0.8,46.6,18.1,39.4,Normal
41.1,35.3,5.8,58.1,19.0,41.3,Heatwave
37.1,38.5,-1.4,69.7,17.2,37.0,Normal
40.7,39.9,0.8,45.7,14.6,40.5,Normal
34.0,36.2,-2.2,58.5,22.3,33.6,Normal
36.7,35.7,1.0,77.2,12.3,37.1,Normal
31.4,35.6,-4.2,70.4,3.4,32.3,Normal
35.8,36.5,-0.7,45.6,21.4,36.2,Normal
31.5,35.5,-4.0,58.7,17.5,31.4,Normal
41.9,38.5,3.4,30.6,21.5,41.7,Normal
38.8,35.3,3.5,53.6,5.2,39.8,Normal
32.5,37.5,-5.1,78.9,2.7,33.0,Normal
45.7,40.0,5.7,51.1,23.5,45.7,Heatwave
